transect_no,site_no,site_name,year,date,distance,species1,cover1,species2,cover2,species3,cover3,species4,cover4
26,LTO9,BATFISH,2017,7/21/2017,17.5,Porites,60,NA,0,NA,0,NA,0
26,LTO9,BATFISH,2017,7/21/2017,20,Porites,2,NA,0,NA,0,NA,0
26,LTO9,BATFISH,2017,7/21/2017,22.5,Favites,4,NA,0,NA,0,NA,0
26,LTO9,BATFISH,2017,7/21/2017,25,NA,0,NA,0,NA,0,NA,0
27,LTO8,CAVES,2017,7/24/2017,0,NA,0,NA,0,NA,0,NA,0
27,LTO8,CAVES,2017,7/24/2017,2.5,NA,0,NA,0,NA,0,NA,0
27,LTO8,CAVES,2017,7/24/2017,5,NA,0,NA,0,NA,0,NA,0
27,LTO8,CAVES,2017,7/24/2017,7.5,Porites,96,NA,0,NA,0,NA,0
27,LTO8,CAVES,2017,7/24/2017,10,Lobophytum ,25,NA,0,NA,0,NA,0
27,LTO8,CAVES,2017,7/24/2017,12.5,Lobophytum ,66,NA,0,NA,0,NA,0
27,LTO8,CAVES,2017,7/24/2017,15,Lobophytum ,11,Porites,17,NA,0,NA,0
27,LTO8,CAVES,2017,7/24/2017,17.5,NA,0,NA,0,NA,0,NA,0
27,LTO8,CAVES,2017,7/24/2017,20,Favites,4,NA,0,NA,0,NA,0
27,LTO8,CAVES,2017,7/24/2017,22.5,Goniopora,2,Lobophytum,5,NA,0,NA,0
27,LTO8,CAVES,2017,7/24/2017,25,Porites,24,NA,0,NA,0,NA,0
28,LTO10,DEVILS,2017,7/25/2017,0,NA,0,NA,0,NA,0,NA,0
28,LTO10,DEVILS,2017,7/25/2017,2.5,NA,0,NA,0,NA,0,NA,0
28,LTO10,DEVILS,2017,7/25/2017,5,NA,0,NA,0,NA,0,NA,0
28,LTO10,DEVILS,2017,7/25/2017,7.5,NA,0,NA,0,NA,0,NA,0
28,LTO10,DEVILS,2017,7/25/2017,10,Lobophytum ,4,NA,0,NA,0,NA,0
28,LTO10,DEVILS,2017,7/25/2017,12.5,Lobophytum ,2,NA,0,NA,0,NA,0
28,LTO10,DEVILS,2017,7/25/2017,15,NA,0,NA,0,NA,0,NA,0
28,LTO10,DEVILS,2017,7/25/2017,17.5,NA,0,NA,0,NA,0,NA,0
28,LTO10,DEVILS,2017,7/25/2017,20,NA,0,NA,0,NA,0,NA,0
28,LTO10,DEVILS,2017,7/25/2017,22.5,NA,0,NA,0,NA,0,NA,0
28,LTO10,DEVILS,2017,7/25/2017,25,NA,0,NA,0,NA,0,NA,0
29,LTO9,BATFISH,2017,7/25/2017,0,NA,0,NA,0,NA,0,NA,0
29,LTO9,BATFISH,2017,7/25/2017,2.5,NA,0,NA,0,NA,0,NA,0
29,LTO9,BATFISH,2017,7/25/2017,5,NA,0,NA,0,NA,0,NA,0
29,LTO9,BATFISH,2017,7/25/2017,7.5,NA,0,NA,0,NA,0,NA,0
29,LTO9,BATFISH,2017,7/25/2017,10,NA,0,NA,0,NA,0,NA,0
29,LTO9,BATFISH,2017,7/25/2017,12.5,NA,0,NA,0,NA,0,NA,0
29,LTO9,BATFISH,2017,7/25/2017,15,NA,0,NA,0,NA,0,NA,0
29,LTO9,BATFISH,2017,7/25/2017,17.5,NA,0,NA,0,NA,0,NA,0
29,LTO9,BATFISH,2017,7/25/2017,20,Lobophytum ,1,NA,0,NA,0,NA,0
29,LTO9,BATFISH,2017,7/25/2017,22.5,Porites,5,NA,0,NA,0,NA,0
29,LTO9,BATFISH,2017,7/25/2017,25,NA,0,NA,0,NA,0,NA,0
30,LTO8,CAVES,2017,7/26/2017,0,NA,0,NA,0,NA,0,NA,0
30,LTO8,CAVES,2017,7/26/2017,2.5,NA,0,NA,0,NA,0,NA,0
30,LTO8,CAVES,2017,7/26/2017,5,NA,0,NA,0,NA,0,NA,0
30,LTO8,CAVES,2017,7/26/2017,7.5,NA,0,NA,0,NA,0,NA,0
30,LTO8,CAVES,2017,7/26/2017,10,NA,0,NA,0,NA,0,NA,0
30,LTO8,CAVES,2017,7/26/2017,12.5,NA,0,NA,0,NA,0,NA,0
30,LTO8,CAVES,2017,7/26/2017,15,NA,0,NA,0,NA,0,NA,0
30,LTO8,CAVES,2017,7/26/2017,17.5,NA,0,NA,0,NA,0,NA,0
30,LTO8,CAVES,2017,7/26/2017,20,NA,0,NA,0,NA,0,NA,0
30,LTO8,CAVES,2017,7/26/2017,22.5,NA,0,NA,0,NA,0,NA,0
30,LTO8,CAVES,2017,7/26/2017,25,NA,0,NA,0,NA,0,NA,0
31,LTO9,BATFISH,2017,7/26/2017,0,NA,0,NA,0,NA,0,NA,0
31,LTO9,BATFISH,2017,7/26/2017,2.5,NA,0,NA,0,NA,0,NA,0
31,LTO9,BATFISH,2017,7/26/2017,5,NA,0,NA,0,NA,0,NA,0
31,LTO9,BATFISH,2017,7/26/2017,7.5,NA,0,NA,0,NA,0,NA,0
31,LTO9,BATFISH,2017,7/26/2017,10,NA,0,NA,0,NA,0,NA,0
31,LTO9,BATFISH,2017,7/26/2017,12.5,NA,0,NA,0,NA,0,NA,0
31,LTO9,BATFISH,2017,7/26/2017,15,NA,0,NA,0,NA,0,NA,0
31,LTO9,BATFISH,2017,7/26/2017,17.5,Lobophytum ,3,NA,0,NA,0,NA,0
31,LTO9,BATFISH,2017,7/26/2017,20,NA,0,NA,0,NA,0,NA,0
31,LTO9,BATFISH,2017,7/26/2017,22.5,NA,0,NA,0,NA,0,NA,0
31,LTO9,BATFISH,2017,7/26/2017,25,NA,0,NA,0,NA,0,NA,0
32,LTO8,CAVES,2017,7/26/2017,0,NA,0,NA,0,NA,0,NA,0
32,LTO8,CAVES,2017,7/26/2017,2.5,NA,0,NA,0,NA,0,NA,0
32,LTO8,CAVES,2017,7/26/2017,5,NA,0,NA,0,NA,0,NA,0
32,LTO8,CAVES,2017,7/26/2017,7.5,NA,0,NA,0,NA,0,NA,0
32,LTO8,CAVES,2017,7/26/2017,10,NA,0,NA,0,NA,0,NA,0
32,LTO8,CAVES,2017,7/26/2017,12.5,Porites,40,NA,0,NA,0,NA,0
32,LTO8,CAVES,2017,7/26/2017,15,Echinopora,12,NA,0,NA,0,NA,0
32,LTO8,CAVES,2017,7/26/2017,17.5,NA,0,NA,0,NA,0,NA,0
32,LTO8,CAVES,2017,7/26/2017,20,NA,0,NA,0,NA,0,NA,0
32,LTO8,CAVES,2017,7/26/2017,22.5,Porites,62,NA,0,NA,0,NA,0
32,LTO8,CAVES,2017,7/26/2017,25,NA,0,NA,0,NA,0,NA,0
33,LTO13,PAO,2017,7/27/2017,0,NA,0,NA,0,NA,0,NA,0
33,LTO13,PAO,2017,7/27/2017,2.5,Lobophytum ,40,NA,0,NA,0,NA,0
33,LTO13,PAO,2017,7/27/2017,5,NA,0,NA,0,NA,0,NA,0
33,LTO13,PAO,2017,7/27/2017,7.5,NA,0,NA,0,NA,0,NA,0
33,LTO13,PAO,2017,7/27/2017,10,NA,0,NA,0,NA,0,NA,0
33,LTO13,PAO,2017,7/27/2017,12.5,NA,0,NA,0,NA,0,NA,0
33,LTO13,PAO,2017,7/27/2017,15,Lobophytum ,60,NA,0,NA,0,NA,0
33,LTO13,PAO,2017,7/27/2017,17.5,Lobophytum ,2,NA,0,NA,0,NA,0
33,LTO13,PAO,2017,7/27/2017,20,NA,0,NA,0,NA,0,NA,0
33,LTO13,PAO,2017,7/27/2017,22.5,NA,0,NA,0,NA,0,NA,0
33,LTO13,PAO,2017,7/27/2017,25,Lobophytum ,5,NA,0,NA,0,NA,0
34,LTO10,DEVILS,2017,7/27/2017,0,NA,0,NA,0,NA,0,NA,0
34,LTO10,DEVILS,2017,7/27/2017,2.5,NA,0,NA,0,NA,0,NA,0
34,LTO10,DEVILS,2017,7/27/2017,5,Favites,1,NA,0,NA,0,NA,0
34,LTO10,DEVILS,2017,7/27/2017,7.5,Lobophytum ,1,NA,0,NA,0,NA,0
34,LTO10,DEVILS,2017,7/27/2017,10,NA,0,NA,0,NA,0,NA,0
34,LTO10,DEVILS,2017,7/27/2017,12.5,Porites,15,NA,0,NA,0,NA,0
34,LTO10,DEVILS,2017,7/27/2017,15,NA,0,NA,0,NA,0,NA,0
34,LTO10,DEVILS,2017,7/27/2017,17.5,NA,0,NA,0,NA,0,NA,0
34,LTO10,DEVILS,2017,7/27/2017,20,Favites,4,NA,0,NA,0,NA,0
34,LTO10,DEVILS,2017,7/27/2017,22.5,Favites,2,NA,0,NA,0,NA,0
34,LTO10,DEVILS,2017,7/27/2017,25,NA,0,NA,0,NA,0,NA,0
35,LTO10,DEVILS,2017,7/31/2017,0,NA,0,NA,0,NA,0,NA,0
35,LTO10,DEVILS,2017,7/31/2017,2.5,NA,0,NA,0,NA,0,NA,0
35,LTO10,DEVILS,2017,7/31/2017,5,NA,0,NA,0,NA,0,NA,0
35,LTO10,DEVILS,2017,7/31/2017,7.5,NA,0,NA,0,NA,0,NA,0
35,LTO10,DEVILS,2017,7/31/2017,10,NA,0,NA,0,NA,0,NA,0
35,LTO10,DEVILS,2017,7/31/2017,12.5,NA,0,NA,0,NA,0,NA,0
35,LTO10,DEVILS,2017,7/31/2017,15,Porites,45,NA,0,NA,0,NA,0
35,LTO10,DEVILS,2017,7/31/2017,17.5,Porites,35,NA,0,NA,0,NA,0
35,LTO10,DEVILS,2017,7/31/2017,20,NA,0,NA,0,NA,0,NA,0
35,LTO10,DEVILS,2017,7/31/2017,22.5,NA,0,NA,0,NA,0,NA,0
35,LTO10,DEVILS,2017,7/31/2017,25,NA,0,NA,0,NA,0,NA,0
36,LTO13,PAO,2017,08/01/2017,0,NA,0,NA,0,NA,0,NA,0
36,LTO13,PAO,2017,08/01/2017,2.5,NA,0,NA,0,NA,0,NA,0
36,LTO13,PAO,2017,08/01/2017,5,NA,0,NA,0,NA,0,NA,0
36,LTO13,PAO,2017,08/01/2017,7.5,NA,0,NA,0,NA,0,NA,0
36,LTO13,PAO,2017,08/01/2017,10,NA,0,NA,0,NA,0,NA,0
36,LTO13,PAO,2017,08/01/2017,12.5,NA,0,NA,0,NA,0,NA,0
36,LTO13,PAO,2017,08/01/2017,15,NA,0,NA,0,NA,0,NA,0
36,LTO13,PAO,2017,08/01/2017,17.5,NA,0,NA,0,NA,0,NA,0
36,LTO13,PAO,2017,08/01/2017,20,NA,0,NA,0,NA,0,NA,0
36,LTO13,PAO,2017,08/01/2017,22.5,NA,0,NA,0,NA,0,NA,0
36,LTO13,PAO,2017,08/01/2017,25,NA,0,NA,0,NA,0,NA,0
37,LTO10,DEVILS,2017,08/01/2017,0,Favia,3,NA,0,NA,0,NA,0
37,LTO10,DEVILS,2017,08/01/2017,2.5,Pachyseris,11,NA,0,NA,0,NA,0
37,LTO10,DEVILS,2017,08/01/2017,5,Lobophytum ,5,NA,0,NA,0,NA,0
37,LTO10,DEVILS,2017,08/01/2017,7.5,Lobophytum ,8,NA,0,NA,0,NA,0
37,LTO10,DEVILS,2017,08/01/2017,10,Lobophytum ,11,NA,0,NA,0,NA,0
37,LTO10,DEVILS,2017,08/01/2017,12.5,Cladiella,5,NA,0,NA,0,NA,0
37,LTO10,DEVILS,2017,08/01/2017,15,NA,0,NA,0,NA,0,NA,0
37,LTO10,DEVILS,2017,08/01/2017,17.5,Cladiella,5,NA,0,NA,0,NA,0
37,LTO10,DEVILS,2017,08/01/2017,20,NA,0,NA,0,NA,0,NA,0
37,LTO10,DEVILS,2017,08/01/2017,22.5,NA,0,NA,0,NA,0,NA,0
37,LTO10,DEVILS,2017,08/01/2017,25,NA,0,NA,0,NA,0,NA,0
38,LTO10,DEVILS,2017,08/01/2017,0,NA,0,NA,0,NA,0,NA,0
38,LTO10,DEVILS,2017,08/01/2017,2.5,NA,0,NA,0,NA,0,NA,0
38,LTO10,DEVILS,2017,08/01/2017,5,NA,0,NA,0,NA,0,NA,0
38,LTO10,DEVILS,2017,08/01/2017,7.5,NA,0,NA,0,NA,0,NA,0
38,LTO10,DEVILS,2017,08/01/2017,10,NA,0,NA,0,NA,0,NA,0
38,LTO10,DEVILS,2017,08/01/2017,12.5,NA,0,NA,0,NA,0,NA,0
38,LTO10,DEVILS,2017,08/01/2017,15,NA,0,NA,0,NA,0,NA,0
38,LTO10,DEVILS,2017,08/01/2017,17.5,NA,0,NA,0,NA,0,NA,0
38,LTO10,DEVILS,2017,08/01/2017,20,NA,0,NA,0,NA,0,NA,0
38,LTO10,DEVILS,2017,08/01/2017,22.5,NA,0,NA,0,NA,0,NA,0
38,LTO10,DEVILS,2017,08/01/2017,25,NA,0,NA,0,NA,0,NA,0
39,LTO8,CAVES,2017,08/02/2017,0,NA,0,NA,0,NA,0,NA,0
39,LTO8,CAVES,2017,08/02/2017,2.5,NA,0,NA,0,NA,0,NA,0
39,LTO8,CAVES,2017,08/02/2017,5,NA,0,NA,0,NA,0,NA,0
39,LTO8,CAVES,2017,08/02/2017,7.5,NA,0,NA,0,NA,0,NA,0
39,LTO8,CAVES,2017,08/02/2017,10,NA,0,NA,0,NA,0,NA,0
39,LTO8,CAVES,2017,08/02/2017,12.5,NA,0,NA,0,NA,0,NA,0
39,LTO8,CAVES,2017,08/02/2017,15,NA,0,NA,0,NA,0,NA,0
39,LTO8,CAVES,2017,08/02/2017,17.5,NA,0,NA,0,NA,0,NA,0
39,LTO8,CAVES,2017,08/02/2017,20,Lobophytum ,13,NA,0,NA,0,NA,0
39,LTO8,CAVES,2017,08/02/2017,22.5,NA,0,NA,0,NA,0,NA,0
39,LTO8,CAVES,2017,08/02/2017,25,Porites,80,NA,0,NA,0,NA,0
40,LTO13,PAO,2017,08/02/2017,0,NA,0,NA,0,NA,0,NA,0
40,LTO13,PAO,2017,08/02/2017,2.5,NA,0,NA,0,NA,0,NA,0
40,LTO13,PAO,2017,08/02/2017,5,Porites,6,NA,0,NA,0,NA,0
40,LTO13,PAO,2017,08/02/2017,7.5,NA,0,NA,0,NA,0,NA,0
40,LTO13,PAO,2017,08/02/2017,10,NA,0,NA,0,NA,0,NA,0
40,LTO13,PAO,2017,08/02/2017,12.5,NA,0,NA,0,NA,0,NA,0
40,LTO13,PAO,2017,08/02/2017,15,NA,0,NA,0,NA,0,NA,0
40,LTO13,PAO,2017,08/02/2017,17.5,Lobophytum ,10,NA,0,NA,0,NA,0
40,LTO13,PAO,2017,08/02/2017,20,NA,0,NA,0,NA,0,NA,0
40,LTO13,PAO,2017,08/02/2017,22.5,NA,0,NA,0,NA,0,NA,0
40,LTO13,PAO,2017,08/02/2017,25,Porites,14,NA,0,NA,0,NA,0
41,LTO8,CAVES,2017,08/03/2017,0,Porites,60,NA,0,NA,0,NA,0
41,LTO8,CAVES,2017,08/03/2017,2.5,NA,0,NA,0,NA,0,NA,0
41,LTO8,CAVES,2017,08/03/2017,5,Favites,35,NA,0,NA,0,NA,0
41,LTO8,CAVES,2017,08/03/2017,7.5,NA,0,NA,0,NA,0,NA,0
41,LTO8,CAVES,2017,08/03/2017,10,NA,0,NA,0,NA,0,NA,0
41,LTO8,CAVES,2017,08/03/2017,12.5,NA,0,NA,0,NA,0,NA,0
41,LTO8,CAVES,2017,08/03/2017,15,Porites,40,NA,0,NA,0,NA,0
41,LTO8,CAVES,2017,08/03/2017,17.5,Porites,90,NA,0,NA,0,NA,0
41,LTO8,CAVES,2017,08/03/2017,20,NA,0,NA,0,NA,0,NA,0
41,LTO8,CAVES,2017,08/03/2017,22.5,NA,0,NA,0,NA,0,NA,0
41,LTO8,CAVES,2017,08/03/2017,25,NA,0,NA,0,NA,0,NA,0
42,LTO10,DEVILS,2017,08/03/2017,0,Favites,2,NA,0,NA,0,NA,0
42,LTO10,DEVILS,2017,08/03/2017,2.5,Lobophytum ,2,NA,0,NA,0,NA,0
42,LTO10,DEVILS,2017,08/03/2017,5,NA,0,NA,0,NA,0,NA,0
42,LTO10,DEVILS,2017,08/03/2017,7.5,NA,0,NA,0,NA,0,NA,0
42,LTO10,DEVILS,2017,08/03/2017,10,NA,0,NA,0,NA,0,NA,0
42,LTO10,DEVILS,2017,08/03/2017,12.5,NA,0,NA,0,NA,0,NA,0
42,LTO10,DEVILS,2017,08/03/2017,15,NA,0,NA,0,NA,0,NA,0
42,LTO10,DEVILS,2017,08/03/2017,17.5,NA,0,NA,0,NA,0,NA,0
42,LTO10,DEVILS,2017,08/03/2017,20,Lobophytum ,10,NA,0,NA,0,NA,0
42,LTO10,DEVILS,2017,08/03/2017,22.5,NA,0,NA,0,NA,0,NA,0
42,LTO10,DEVILS,2017,08/03/2017,25,Porites,65,NA,0,NA,0,NA,0
43,LTO8,CAVES,2017,08/04/2017,0,NA,0,NA,0,NA,0,NA,0
43,LTO8,CAVES,2017,08/04/2017,2.5,NA,0,NA,0,NA,0,NA,0
43,LTO8,CAVES,2017,08/04/2017,5,Lobophytum ,5,NA,0,NA,0,NA,0
43,LTO8,CAVES,2017,08/04/2017,7.5,NA,0,NA,0,NA,0,NA,0
43,LTO8,CAVES,2017,08/04/2017,10,NA,0,NA,0,NA,0,NA,0
43,LTO8,CAVES,2017,08/04/2017,12.5,NA,0,NA,0,NA,0,NA,0
43,LTO8,CAVES,2017,08/04/2017,15,NA,0,NA,0,NA,0,NA,0
43,LTO8,CAVES,2017,08/04/2017,17.5,NA,0,NA,0,NA,0,NA,0
43,LTO8,CAVES,2017,08/04/2017,20,NA,0,NA,0,NA,0,NA,0
43,LTO8,CAVES,2017,08/04/2017,22.5,NA,0,NA,0,NA,0,NA,0
43,LTO8,CAVES,2017,08/04/2017,25,NA,0,NA,0,NA,0,NA,0
44,LTO8,CAVES,2017,08/04/2017,0,NA,0,NA,0,NA,0,NA,0
44,LTO8,CAVES,2017,08/04/2017,2.5,Lobophytum ,55,Sinularia,20,NA,0,NA,0
44,LTO8,CAVES,2017,08/04/2017,5,Porites,22,NA,0,NA,0,NA,0
44,LTO8,CAVES,2017,08/04/2017,7.5,Lobophytum ,16,NA,0,NA,0,NA,0
44,LTO8,CAVES,2017,08/04/2017,10,NA,0,NA,0,NA,0,NA,0
44,LTO8,CAVES,2017,08/04/2017,12.5,Lobophytum ,20,NA,0,NA,0,NA,0
44,LTO8,CAVES,2017,08/04/2017,15,Porites,88,NA,0,NA,0,NA,0
44,LTO8,CAVES,2017,08/04/2017,17.5,Sinularia,6,NA,0,NA,0,NA,0
44,LTO8,CAVES,2017,08/04/2017,20,NA,0,NA,0,NA,0,NA,0
44,LTO8,CAVES,2017,08/04/2017,22.5,NA,0,NA,0,NA,0,NA,0
44,LTO8,CAVES,2017,08/04/2017,25,Lobophytum ,45,NA,0,NA,0,NA,0
45,LTO8,CAVES,2017,08/04/2017,0,Favia,8,NA,0,NA,0,NA,0
45,LTO8,CAVES,2017,08/04/2017,2.5,NA,0,NA,0,NA,0,NA,0
45,LTO8,CAVES,2017,08/04/2017,5,Cladiella,7,NA,0,NA,0,NA,0
45,LTO8,CAVES,2017,08/04/2017,7.5,Lobophytum ,30,NA,0,NA,0,NA,0
45,LTO8,CAVES,2017,08/04/2017,10,Sinularia,11,Echinopora,11,NA,0,NA,0
45,LTO8,CAVES,2017,08/04/2017,12.5,Lobophytum ,45,NA,0,NA,0,NA,0
45,LTO8,CAVES,2017,08/04/2017,15,NA,,NA,0,NA,0,NA,0
45,LTO8,CAVES,2017,08/04/2017,17.5,NA,0,NA,0,NA,0,NA,0
45,LTO8,CAVES,2017,08/04/2017,20,Lobophytum ,10,NA,0,NA,0,NA,0
45,LTO8,CAVES,2017,08/04/2017,22.5,NA,0,NA,0,NA,0,NA,0
45,LTO8,CAVES,2017,08/04/2017,25,NA,0,NA,0,NA,0,NA,0
46,LTO13,PAO,2017,8/21/2017,0,NA,0,NA,0,NA,0,NA,0
46,LTO13,PAO,2017,8/21/2017,2.5,NA,0,NA,0,NA,0,NA,0
46,LTO13,PAO,2017,8/21/2017,5,NA,0,NA,0,NA,0,NA,0
46,LTO13,PAO,2017,8/21/2017,7.5,NA,0,NA,0,NA,0,NA,0
46,LTO13,PAO,2017,8/21/2017,10,NA,0,NA,0,NA,0,NA,0
46,LTO13,PAO,2017,8/21/2017,12.5,NA,0,NA,0,NA,0,NA,0
46,LTO13,PAO,2017,8/21/2017,15,NA,0,NA,0,NA,0,NA,0
46,LTO13,PAO,2017,8/21/2017,17.5,NA,0,NA,0,NA,0,NA,0
46,LTO13,PAO,2017,8/21/2017,20,NA,0,NA,0,NA,0,NA,0
46,LTO13,PAO,2017,8/21/2017,22.5,NA,0,NA,0,NA,0,NA,0
46,LTO13,PAO,2017,8/21/2017,25,NA,0,NA,0,NA,0,NA,0
47,LTO13,PAO,2017,8/21/2017,0,NA,0,NA,0,NA,0,NA,0
47,LTO13,PAO,2017,8/21/2017,2.5,NA,0,NA,0,NA,0,NA,0
47,LTO13,PAO,2017,8/21/2017,5,Favites,5,NA,0,NA,0,NA,0
47,LTO13,PAO,2017,8/21/2017,7.5,NA,0,NA,0,NA,0,NA,0
47,LTO13,PAO,2017,8/21/2017,10,NA,0,NA,0,NA,0,NA,0
47,LTO13,PAO,2017,8/21/2017,12.5,NA,0,NA,0,NA,0,NA,0
47,LTO13,PAO,2017,8/21/2017,15,NA,0,NA,0,NA,0,NA,0
47,LTO13,PAO,2017,8/21/2017,17.5,NA,0,NA,0,NA,0,NA,0
47,LTO13,PAO,2017,8/21/2017,20,NA,0,NA,0,NA,0,NA,0
47,LTO13,PAO,2017,8/21/2017,22.5,NA,0,NA,0,NA,0,NA,0
47,LTO13,PAO,2017,8/21/2017,25,NA,0,NA,0,NA,0,NA,0
48,LTO10,DEVILS,2017,8/22/2017,0,NA,0,NA,0,NA,0,NA,0
48,LTO10,DEVILS,2017,8/22/2017,2.5,NA,0,NA,0,NA,0,NA,0
48,LTO10,DEVILS,2017,8/22/2017,5,NA,0,NA,0,NA,0,NA,0
48,LTO10,DEVILS,2017,8/22/2017,7.5,NA,0,NA,0,NA,0,NA,0
48,LTO10,DEVILS,2017,8/22/2017,10,NA,0,NA,0,NA,0,NA,0
48,LTO10,DEVILS,2017,8/22/2017,12.5,NA,0,NA,0,NA,0,NA,0
48,LTO10,DEVILS,2017,8/22/2017,15,NA,0,NA,0,NA,0,NA,0
48,LTO10,DEVILS,2017,8/22/2017,17.5,NA,0,NA,0,NA,0,NA,0
48,LTO10,DEVILS,2017,8/22/2017,20,Lobophytum ,5,NA,0,NA,0,NA,0
48,LTO10,DEVILS,2017,8/22/2017,22.5,NA,0,NA,0,NA,0,NA,0
48,LTO10,DEVILS,2017,8/22/2017,25,NA,0,NA,0,NA,0,NA,0
49,LTO9,BATFISH,2017,8/24/2017,0,NA,0,NA,0,NA,0,NA,0
49,LTO9,BATFISH,2017,8/24/2017,2.5,NA,0,NA,0,NA,0,NA,0
49,LTO9,BATFISH,2017,8/24/2017,5,NA,0,NA,0,NA,0,NA,0
49,LTO9,BATFISH,2017,8/24/2017,7.5,NA,0,NA,0,NA,0,NA,0
49,LTO9,BATFISH,2017,8/24/2017,10,NA,0,NA,0,NA,0,NA,0
49,LTO9,BATFISH,2017,8/24/2017,12.5,NA,0,NA,0,NA,0,NA,0
49,LTO9,BATFISH,2017,8/24/2017,15,NA,0,NA,0,NA,0,NA,0
49,LTO9,BATFISH,2017,8/24/2017,17.5,NA,0,NA,0,NA,0,NA,0
49,LTO9,BATFISH,2017,8/24/2017,20,NA,0,NA,0,NA,0,NA,0
49,LTO9,BATFISH,2017,8/24/2017,22.5,NA,0,NA,0,NA,0,NA,0
49,LTO9,BATFISH,2017,8/24/2017,25,NA,0,NA,0,NA,0,NA,0
50,LTO10,DEVILS,2017,8/28/2017,0,NA,0,NA,0,NA,0,NA,0
50,LTO10,DEVILS,2017,8/28/2017,2.5,NA,0,NA,0,NA,0,NA,0
50,LTO10,DEVILS,2017,8/28/2017,5,NA,0,NA,0,NA,0,NA,0
50,LTO10,DEVILS,2017,8/28/2017,7.5,NA,0,NA,0,NA,0,NA,0
50,LTO10,DEVILS,2017,8/28/2017,10,NA,0,NA,0,NA,0,NA,0
50,LTO10,DEVILS,2017,8/28/2017,12.5,NA,0,NA,0,NA,0,NA,0
50,LTO10,DEVILS,2017,8/28/2017,15,NA,0,NA,0,NA,0,NA,0
50,LTO10,DEVILS,2017,8/28/2017,17.5,NA,0,NA,0,NA,0,NA,0
50,LTO10,DEVILS,2017,8/28/2017,20,Favites,17,NA,0,NA,0,NA,0
50,LTO10,DEVILS,2017,8/28/2017,22.5,NA,0,NA,0,NA,0,NA,0
50,LTO10,DEVILS,2017,8/28/2017,25,NA,0,NA,0,NA,0,NA,0
51,LTO8,CAVES,2017,8/29/2017,0,NA,0,NA,0,NA,0,NA,0
51,LTO8,CAVES,2017,8/29/2017,2.5,NA,0,NA,0,NA,0,NA,0
51,LTO8,CAVES,2017,8/29/2017,5,NA,0,NA,0,NA,0,NA,0
51,LTO8,CAVES,2017,8/29/2017,7.5,NA,0,NA,0,NA,0,NA,0
51,LTO8,CAVES,2017,8/29/2017,10,NA,0,NA,0,NA,0,NA,0
51,LTO8,CAVES,2017,8/29/2017,12.5,NA,0,NA,0,NA,0,NA,0
51,LTO8,CAVES,2017,8/29/2017,15,NA,0,NA,0,NA,0,NA,0
51,LTO8,CAVES,2017,8/29/2017,17.5,NA,0,NA,0,NA,0,NA,0
51,LTO8,CAVES,2017,8/29/2017,20,Lobophytum ,35,NA,0,NA,0,NA,0
51,LTO8,CAVES,2017,8/29/2017,22.5,NA,0,NA,0,NA,0,NA,0
51,LTO8,CAVES,2017,8/29/2017,25,NA,0,NA,0,NA,0,NA,0
52,LTO8,CAVES,2017,8/29/2017,0,Lobophytum ,10,Porites,5,NA,0,NA,0
52,LTO8,CAVES,2017,8/29/2017,2.5,NA,0,NA,0,NA,0,NA,0
52,LTO8,CAVES,2017,8/29/2017,5,NA,0,NA,0,NA,0,NA,0
52,LTO8,CAVES,2017,8/29/2017,7.5,NA,0,NA,0,NA,0,NA,0
52,LTO8,CAVES,2017,8/29/2017,10,NA,0,NA,0,NA,0,NA,0
52,LTO8,CAVES,2017,8/29/2017,12.5,Lobophytum ,15,NA,0,NA,0,NA,0
52,LTO8,CAVES,2017,8/29/2017,15,Lobophytum ,80,NA,0,NA,0,NA,0
52,LTO8,CAVES,2017,8/29/2017,17.5,NA,0,NA,0,NA,0,NA,0
52,LTO8,CAVES,2017,8/29/2017,20,Oulophyllia,5,NA,0,NA,0,NA,0
