transect_no,site_no,site_name,year,date,distance,species1,cover1,species2,cover2,species3,cover3,species4,cover4
52,LTO8,CAVES,2017,8/29/2017,22.5,NA,0,NA,0,NA,0,NA,0
52,LTO8,CAVES,2017,8/29/2017,25,Pocillopora,10,NA,0,NA,0,NA,0
53,LTO13,PAO,2017,8/30/2017,0,NA,0,NA,0,NA,0,NA,0
53,LTO13,PAO,2017,8/30/2017,2.5,NA,0,NA,0,NA,0,NA,0
53,LTO13,PAO,2017,8/30/2017,5,NA,0,NA,0,NA,0,NA,0
53,LTO13,PAO,2017,8/30/2017,7.5,NA,0,NA,0,NA,0,NA,0
53,LTO13,PAO,2017,8/30/2017,10,NA,0,NA,0,NA,0,NA,0
53,LTO13,PAO,2017,8/30/2017,12.5,NA,0,NA,0,NA,0,NA,0
53,LTO13,PAO,2017,8/30/2017,15,NA,0,NA,0,NA,0,NA,0
53,LTO13,PAO,2017,8/30/2017,17.5,Dendronephthya,2,NA,0,NA,0,NA,0
53,LTO13,PAO,2017,8/30/2017,20,NA,0,NA,0,NA,0,NA,0
53,LTO13,PAO,2017,8/30/2017,22.5,NA,0,NA,0,NA,0,NA,0
53,LTO13,PAO,2017,8/30/2017,25,Dendronephthya,25,NA,0,NA,0,NA,0
54,LTO13,PAO,2017,8/30/2017,0,NA,0,NA,0,NA,0,NA,0
54,LTO13,PAO,2017,8/30/2017,2.5,NA,0,NA,0,NA,0,NA,0
54,LTO13,PAO,2017,8/30/2017,5,NA,0,NA,0,NA,0,NA,0
54,LTO13,PAO,2017,8/30/2017,7.5,NA,0,NA,0,NA,0,NA,0
54,LTO13,PAO,2017,8/30/2017,10,NA,0,NA,0,NA,0,NA,0
54,LTO13,PAO,2017,8/30/2017,12.5,Dendronephthya,7,NA,0,NA,0,NA,0
54,LTO13,PAO,2017,8/30/2017,15,NA,0,NA,0,NA,0,NA,0
54,LTO13,PAO,2017,8/30/2017,17.5,NA,0,NA,0,NA,0,NA,0
54,LTO13,PAO,2017,8/30/2017,20,NA,0,NA,0,NA,0,NA,0
54,LTO13,PAO,2017,8/30/2017,22.5,NA,0,NA,0,NA,0,NA,0
54,LTO13,PAO,2017,8/30/2017,25,NA,0,NA,0,NA,0,NA,0
55,LTO9,BATFISH,2017,09/01/2017,0,Lobophytum ,6,NA,0,NA,0,NA,0
55,LTO9,BATFISH,2017,09/01/2017,2.5,NA,0,NA,0,NA,0,NA,0
55,LTO9,BATFISH,2017,09/01/2017,5,NA,0,NA,0,NA,0,NA,0
55,LTO9,BATFISH,2017,09/01/2017,7.5,Leptogorgia,12,NA,0,NA,0,NA,0
55,LTO9,BATFISH,2017,09/01/2017,10,NA,0,NA,0,NA,0,NA,0
55,LTO9,BATFISH,2017,09/01/2017,12.5,NA,0,NA,0,NA,0,NA,0
55,LTO9,BATFISH,2017,09/01/2017,15,NA,0,NA,0,NA,0,NA,0
55,LTO9,BATFISH,2017,09/01/2017,17.5,NA,0,NA,0,NA,0,NA,0
55,LTO9,BATFISH,2017,09/01/2017,20,NA,0,NA,0,NA,0,NA,0
55,LTO9,BATFISH,2017,09/01/2017,22.5,NA,0,NA,0,NA,0,NA,0
55,LTO9,BATFISH,2017,09/01/2017,25,NA,0,NA,0,NA,0,NA,0
56,LTO13,PAO,2017,09/04/2017,0,NA,0,NA,0,NA,0,NA,0
56,LTO13,PAO,2017,09/04/2017,2.5,NA,0,NA,0,NA,0,NA,0
56,LTO13,PAO,2017,09/04/2017,5,NA,0,NA,0,NA,0,NA,0
56,LTO13,PAO,2017,09/04/2017,7.5,Lobophytum ,20,NA,0,NA,0,NA,0
56,LTO13,PAO,2017,09/04/2017,10,NA,0,NA,0,NA,0,NA,0
56,LTO13,PAO,2017,09/04/2017,12.5,NA,0,NA,0,NA,0,NA,0
56,LTO13,PAO,2017,09/04/2017,15,Leptoseris,10,NA,0,NA,0,NA,0
56,LTO13,PAO,2017,09/04/2017,17.5,NA,0,NA,0,NA,0,NA,0
56,LTO13,PAO,2017,09/04/2017,20,NA,0,NA,0,NA,0,NA,0
56,LTO13,PAO,2017,09/04/2017,22.5,NA,0,NA,0,NA,0,NA,0
56,LTO13,PAO,2017,09/04/2017,25,NA,0,NA,0,NA,0,NA,0
57,LTO10,DEVILS,2017,09/04/2017,0,NA,0,NA,0,NA,0,NA,0
57,LTO10,DEVILS,2017,09/04/2017,2.5,Acropora ,30,NA,0,NA,0,NA,0
57,LTO10,DEVILS,2017,09/04/2017,5,NA,0,NA,0,NA,0,NA,0
57,LTO10,DEVILS,2017,09/04/2017,7.5,NA,0,NA,0,NA,0,NA,0
57,LTO10,DEVILS,2017,09/04/2017,10,NA,0,NA,0,NA,0,NA,0
57,LTO10,DEVILS,2017,09/04/2017,12.5,Porites,80,NA,0,NA,0,NA,0
57,LTO10,DEVILS,2017,09/04/2017,15,Porites,50,NA,0,NA,0,NA,0
57,LTO10,DEVILS,2017,09/04/2017,17.5,NA,0,NA,0,NA,0,NA,0
57,LTO10,DEVILS,2017,09/04/2017,20,NA,0,NA,0,NA,0,NA,0
57,LTO10,DEVILS,2017,09/04/2017,22.5,NA,0,NA,0,NA,0,NA,0
57,LTO10,DEVILS,2017,09/04/2017,25,NA,0,NA,0,NA,0,NA,0
58,LTO10,DEVILS,2017,09/06/2017,0,Lobophytum ,2,NA,0,NA,0,NA,0
58,LTO10,DEVILS,2017,09/06/2017,2.5,Echinopora,3,Lobophytum ,6,NA,0,NA,0
58,LTO10,DEVILS,2017,09/06/2017,5,Lobophytum ,1,NA,0,NA,0,NA,0
58,LTO10,DEVILS,2017,09/06/2017,7.5,NA,0,NA,0,NA,0,NA,0
58,LTO10,DEVILS,2017,09/06/2017,10,NA,0,NA,0,NA,0,NA,0
58,LTO10,DEVILS,2017,09/06/2017,12.5,NA,0,NA,0,NA,0,NA,0
58,LTO10,DEVILS,2017,09/06/2017,15,NA,0,NA,0,NA,0,NA,0
58,LTO10,DEVILS,2017,09/06/2017,17.5,Porites,15,NA,0,NA,0,NA,0
58,LTO10,DEVILS,2017,09/06/2017,20,Lobophytum ,4,Porites,3,NA,0,NA,0
58,LTO10,DEVILS,2017,09/06/2017,22.5,NA,0,NA,0,NA,0,NA,0
58,LTO10,DEVILS,2017,09/06/2017,25,NA,0,NA,0,NA,0,NA,0
59,LTO8,CAVES,2017,09/07/2017,0,NA,0,NA,0,NA,0,NA,0
59,LTO8,CAVES,2017,09/07/2017,2.5,NA,0,NA,0,NA,0,NA,0
59,LTO8,CAVES,2017,09/07/2017,5,NA,0,NA,0,NA,0,NA,0
59,LTO8,CAVES,2017,09/07/2017,7.5,Porites,75,NA,0,NA,0,NA,0
59,LTO8,CAVES,2017,09/07/2017,10,Lobophytum ,10,NA,0,NA,0,NA,0
59,LTO8,CAVES,2017,09/07/2017,12.5,NA,0,NA,0,NA,0,NA,0
59,LTO8,CAVES,2017,09/07/2017,15,NA,0,NA,0,NA,0,NA,0
59,LTO8,CAVES,2017,09/07/2017,17.5,NA,0,NA,0,NA,0,NA,0
59,LTO8,CAVES,2017,09/07/2017,20,Lobophytum ,8,NA,0,NA,0,NA,0
59,LTO8,CAVES,2017,09/07/2017,22.5,NA,0,NA,0,NA,0,NA,0
59,LTO8,CAVES,2017,09/07/2017,25,NA,0,NA,0,NA,0,NA,0
60,LTO13,PAO,2017,09/07/2017,0,NA,0,NA,0,NA,0,NA,0
60,LTO13,PAO,2017,09/07/2017,2.5,Favites,5,NA,0,NA,0,NA,0
60,LTO13,PAO,2017,09/07/2017,5,Dendronephthya,3,NA,0,NA,0,NA,0
60,LTO13,PAO,2017,09/07/2017,7.5,NA,0,NA,0,NA,0,NA,0
60,LTO13,PAO,2017,09/07/2017,10,Dendronephthya,2,NA,0,NA,0,NA,0
60,LTO13,PAO,2017,09/07/2017,12.5,Dendronephthya,15,NA,0,NA,0,NA,0
60,LTO13,PAO,2017,09/07/2017,15,NA,0,NA,0,NA,0,NA,0
60,LTO13,PAO,2017,09/07/2017,17.5,Lobophytum ,7,NA,0,NA,0,NA,0
60,LTO13,PAO,2017,09/07/2017,20,NA,0,NA,0,NA,0,NA,0
60,LTO13,PAO,2017,09/07/2017,22.5,Dendronephthya,5,NA,0,NA,0,NA,0
60,LTO13,PAO,2017,09/07/2017,25,Dendronephthya,4,NA,0,NA,0,NA,0
61,LTO8,CAVES,2017,09/12/2017,0,NA,0,NA,0,NA,0,NA,0
61,LTO8,CAVES,2017,09/12/2017,2.5,NA,0,NA,0,NA,0,NA,0
61,LTO8,CAVES,2017,09/12/2017,5,NA,0,NA,0,NA,0,NA,0
61,LTO8,CAVES,2017,09/12/2017,7.5,NA,0,NA,0,NA,0,NA,0
61,LTO8,CAVES,2017,09/12/2017,10,NA,0,NA,0,NA,0,NA,0
61,LTO8,CAVES,2017,09/12/2017,12.5,NA,0,NA,0,NA,0,NA,0
61,LTO8,CAVES,2017,09/12/2017,15,NA,0,NA,0,NA,0,NA,0
61,LTO8,CAVES,2017,09/12/2017,17.5,Porites,15,NA,0,NA,0,NA,0
61,LTO8,CAVES,2017,09/12/2017,20,NA,0,NA,0,NA,0,NA,0
61,LTO8,CAVES,2017,09/12/2017,22.5,Lobophytum ,5,NA,0,NA,0,NA,0
61,LTO8,CAVES,2017,09/12/2017,25,NA,0,NA,0,NA,0,NA,0
62,LTO10,DEVILS,2017,9/13/2017,0,NA,0,NA,0,NA,0,NA,0
62,LTO10,DEVILS,2017,9/13/2017,2.5,NA,0,NA,0,NA,0,NA,0
62,LTO10,DEVILS,2017,9/13/2017,5,Heteractis crispa,44,NA,0,NA,0,NA,0
62,LTO10,DEVILS,2017,9/13/2017,7.5,NA,0,NA,0,NA,0,NA,0
62,LTO10,DEVILS,2017,9/13/2017,10,NA,0,NA,0,NA,0,NA,0
62,LTO10,DEVILS,2017,9/13/2017,12.5,Acropora ,22,NA,0,NA,0,NA,0
62,LTO10,DEVILS,2017,9/13/2017,15,NA,0,NA,0,NA,0,NA,0
62,LTO10,DEVILS,2017,9/13/2017,17.5,NA,0,NA,0,NA,0,NA,0
62,LTO10,DEVILS,2017,9/13/2017,20,Favites,3,NA,0,NA,0,NA,0
62,LTO10,DEVILS,2017,9/13/2017,22.5,NA,0,NA,0,NA,0,NA,0
62,LTO10,DEVILS,2017,9/13/2017,25,NA,0,NA,0,NA,0,NA,0
63,LTO8,CAVES,2017,9/14/2017,0,NA,0,NA,0,NA,0,NA,0
63,LTO8,CAVES,2017,9/14/2017,2.5,NA,0,NA,0,NA,0,NA,0
63,LTO8,CAVES,2017,9/14/2017,5,NA,0,NA,0,NA,0,NA,0
63,LTO8,CAVES,2017,9/14/2017,7.5,NA,0,NA,0,NA,0,NA,0
63,LTO8,CAVES,2017,9/14/2017,10,NA,0,NA,0,NA,0,NA,0
63,LTO8,CAVES,2017,9/14/2017,12.5,NA,0,NA,0,NA,0,NA,0
63,LTO8,CAVES,2017,9/14/2017,15,NA,0,NA,0,NA,0,NA,0
63,LTO8,CAVES,2017,9/14/2017,17.5,NA,0,NA,0,NA,0,NA,0
63,LTO8,CAVES,2017,9/14/2017,20,NA,0,NA,0,NA,0,NA,0
63,LTO8,CAVES,2017,9/14/2017,22.5,NA,0,NA,0,NA,0,NA,0
63,LTO8,CAVES,2017,9/14/2017,25,NA,0,NA,0,NA,0,NA,0
64,LTO13,PAO,2017,9/14/2017,0,NA,0,NA,0,NA,0,NA,0
64,LTO13,PAO,2017,9/14/2017,2.5,Favites,5,NA,0,NA,0,NA,0
64,LTO13,PAO,2017,9/14/2017,5,Favia,3,NA,0,NA,0,NA,0
64,LTO13,PAO,2017,9/14/2017,7.5,NA,0,NA,0,NA,0,NA,0
64,LTO13,PAO,2017,9/14/2017,10,NA,0,NA,0,NA,0,NA,0
64,LTO13,PAO,2017,9/14/2017,12.5,NA,0,NA,0,NA,0,NA,0
64,LTO13,PAO,2017,9/14/2017,15,NA,0,NA,0,NA,0,NA,0
64,LTO13,PAO,2017,9/14/2017,17.5,NA,0,NA,0,NA,0,NA,0
64,LTO13,PAO,2017,9/14/2017,20,Heteractis crispa,34,NA,0,NA,0,NA,0
64,LTO13,PAO,2017,9/14/2017,22.5,Lobophytum ,45,Porites,30,NA,0,NA,0
64,LTO13,PAO,2017,9/14/2017,25,NA,0,NA,0,NA,0,NA,0
65,LTO13,PAO,2017,9/15/2017,0,NA,0,NA,0,NA,0,NA,0
65,LTO13,PAO,2017,9/15/2017,2.5,NA,0,NA,0,NA,0,NA,0
65,LTO13,PAO,2017,9/15/2017,5,NA,0,NA,0,NA,0,NA,0
65,LTO13,PAO,2017,9/15/2017,7.5,NA,0,NA,0,NA,0,NA,0
65,LTO13,PAO,2017,9/15/2017,10,NA,0,NA,0,NA,0,NA,0
65,LTO13,PAO,2017,9/15/2017,12.5,NA,0,NA,0,NA,0,NA,0
65,LTO13,PAO,2017,9/15/2017,15,Oulophyllia,5,NA,0,NA,0,NA,0
65,LTO13,PAO,2017,9/15/2017,17.5,NA,0,NA,0,NA,0,NA,0
65,LTO13,PAO,2017,9/15/2017,20,NA,0,NA,0,NA,0,NA,0
65,LTO13,PAO,2017,9/15/2017,22.5,Pocillopora,0,NA,0,NA,0,NA,0
65,LTO13,PAO,2017,9/15/2017,25,Lobophytum ,30,NA,0,NA,0,NA,0
66,LTO10,DEVILS,2017,9/15/2017,0,NA,0,NA,0,NA,0,NA,0
66,LTO10,DEVILS,2017,9/15/2017,2.5,NA,0,NA,0,NA,0,NA,0
66,LTO10,DEVILS,2017,9/15/2017,5,NA,0,NA,0,NA,0,NA,0
66,LTO10,DEVILS,2017,9/15/2017,7.5,Porites,100,NA,0,NA,0,NA,0
66,LTO10,DEVILS,2017,9/15/2017,10,NA,0,NA,0,NA,0,NA,0
66,LTO10,DEVILS,2017,9/15/2017,12.5,NA,0,NA,0,NA,0,NA,0
66,LTO10,DEVILS,2017,9/15/2017,15,NA,0,NA,0,NA,0,NA,0
66,LTO10,DEVILS,2017,9/15/2017,17.5,NA,0,NA,0,NA,0,NA,0
66,LTO10,DEVILS,2017,9/15/2017,20,NA,0,NA,0,NA,0,NA,0
66,LTO10,DEVILS,2017,9/15/2017,22.5,NA,0,NA,0,NA,0,NA,0
66,LTO10,DEVILS,2017,9/15/2017,25,NA,0,NA,0,NA,0,NA,0
67,LTO10,DEVILS,2024,06/05/2024,0,NA,0,NA,0,NA,0,NA,0
67,LTO10,DEVILS,2024,06/05/2024,2.5,NA,0,NA,0,NA,0,NA,0
67,LTO10,DEVILS,2024,06/05/2024,5,NA,0,NA,0,NA,0,NA,0
67,LTO10,DEVILS,2024,06/05/2024,7.5,NA,0,NA,0,NA,0,NA,0
67,LTO10,DEVILS,2024,06/05/2024,10,NA,0,NA,0,NA,0,NA,0
67,LTO10,DEVILS,2024,06/05/2024,12.5,NA,0,NA,0,NA,0,NA,0
67,LTO10,DEVILS,2024,06/05/2024,15,Coscinaraea,20,NA,0,NA,0,NA,0
67,LTO10,DEVILS,2024,06/05/2024,17.5,NA,0,NA,0,NA,0,NA,0
67,LTO10,DEVILS,2024,06/05/2024,20,NA,0,NA,0,NA,0,NA,0
67,LTO10,DEVILS,2024,06/05/2024,22.5,Acropora ,50,NA,0,NA,0,NA,0
67,LTO10,DEVILS,2024,06/05/2024,25,NA,0,NA,0,NA,0,NA,0
68,LTO8,CAVES,2024,06/05/2024,0,Psammocora,55,NA,0,NA,0,NA,0
68,LTO8,CAVES,2024,06/05/2024,2.5,Psammocora,13,NA,0,NA,0,NA,0
68,LTO8,CAVES,2024,06/05/2024,5,NA,0,NA,0,NA,0,NA,0
68,LTO8,CAVES,2024,06/05/2024,7.5,NA,0,NA,0,NA,0,NA,0
68,LTO8,CAVES,2024,06/05/2024,10,NA,0,NA,0,NA,0,NA,0
68,LTO8,CAVES,2024,06/05/2024,12.5,NA,0,NA,0,NA,0,NA,0
68,LTO8,CAVES,2024,06/05/2024,15,Acanthastrea,5,NA,0,NA,0,NA,0
68,LTO8,CAVES,2024,06/05/2024,17.5,Psammocora,8,NA,0,NA,0,NA,0
68,LTO8,CAVES,2024,06/05/2024,20,Caulastraea,6,Goniastrea ,2,NA,0,NA,0
68,LTO8,CAVES,2024,06/05/2024,22.5,NA,0,NA,0,NA,0,NA,0
68,LTO8,CAVES,2024,06/05/2024,25,NA,0,NA,0,NA,0,NA,0
69,LTO9,BATFISH,2024,06/06/2024,0,NA,0,NA,0,NA,0,NA,0
69,LTO9,BATFISH,2024,06/06/2024,2.5,NA,0,NA,0,NA,0,NA,0
69,LTO9,BATFISH,2024,06/06/2024,5,NA,0,NA,0,NA,0,NA,0
69,LTO9,BATFISH,2024,06/06/2024,7.5,NA,0,NA,0,NA,0,NA,0
69,LTO9,BATFISH,2024,06/06/2024,10,NA,0,NA,0,NA,0,NA,0
69,LTO9,BATFISH,2024,06/06/2024,12.5,NA,0,NA,0,NA,0,NA,0
69,LTO9,BATFISH,2024,06/06/2024,15,NA,0,NA,0,NA,0,NA,0
69,LTO9,BATFISH,2024,06/06/2024,17.5,NA,0,NA,0,NA,0,NA,0
69,LTO9,BATFISH,2024,06/06/2024,20,NA,0,NA,0,NA,0,NA,0
69,LTO9,BATFISH,2024,06/06/2024,22.5,NA,0,NA,0,NA,0,NA,0
69,LTO9,BATFISH,2024,06/06/2024,25,Favites,10,NA,0,NA,0,NA,0
70,LTO10,DEVILS,2024,06/06/2024,0,NA,0,NA,0,NA,0,NA,0
70,LTO10,DEVILS,2024,06/06/2024,2.5,Pachyseris,4,NA,0,NA,0,NA,0
70,LTO10,DEVILS,2024,06/06/2024,5,Favites,6,NA,0,NA,0,NA,0
70,LTO10,DEVILS,2024,06/06/2024,7.5,Montipora,5,NA,0,NA,0,NA,0
70,LTO10,DEVILS,2024,06/06/2024,10,NA,0,NA,0,NA,0,NA,0
70,LTO10,DEVILS,2024,06/06/2024,12.5,Favites,3,NA,0,NA,0,NA,0
70,LTO10,DEVILS,2024,06/06/2024,15,NA,0,NA,0,NA,0,NA,0
70,LTO10,DEVILS,2024,06/06/2024,17.5,NA,0,NA,0,NA,0,NA,0
70,LTO10,DEVILS,2024,06/06/2024,20,Moseleya,3,NA,0,NA,0,NA,0
70,LTO10,DEVILS,2024,06/06/2024,22.5,NA,0,NA,0,NA,0,NA,0
70,LTO10,DEVILS,2024,06/06/2024,25,Trachyphyllia,8,NA,0,NA,0,NA,0
71,LTO13,PAO,2024,06/12/2024,0,Favites,1,NA,0,NA,0,NA,0
71,LTO13,PAO,2024,06/12/2024,2.5,NA,0,NA,0,NA,0,NA,0
71,LTO13,PAO,2024,06/12/2024,5,NA,0,NA,0,NA,0,NA,0
71,LTO13,PAO,2024,06/12/2024,7.5,Favites,45,NA,0,NA,0,NA,0
71,LTO13,PAO,2024,06/12/2024,10,NA,0,NA,0,NA,0,NA,0
71,LTO13,PAO,2024,06/12/2024,12.5,Goniastrea,5,NA,0,NA,0,NA,0
71,LTO13,PAO,2024,06/12/2024,15,Favia,4,NA,0,NA,0,NA,0
71,LTO13,PAO,2024,06/12/2024,17.5,NA,0,NA,0,NA,0,NA,0
71,LTO13,PAO,2024,06/12/2024,20,Favites,20,Porites,3,NA,0,NA,0
71,LTO13,PAO,2024,06/12/2024,22.5,Goniastrea,2,NA,0,NA,0,NA,0
71,LTO13,PAO,2024,06/12/2024,25,Favites,1,NA,0,NA,0,NA,0
72,LTO9,BATFISH,2024,6/19/2024,0,NA,0,NA,0,NA,0,NA,0
72,LTO9,BATFISH,2024,6/19/2024,2.5,NA,0,NA,0,NA,0,NA,0
72,LTO9,BATFISH,2024,6/19/2024,5,NA,0,NA,0,NA,0,NA,0
72,LTO9,BATFISH,2024,6/19/2024,7.5,NA,0,NA,0,NA,0,NA,0
72,LTO9,BATFISH,2024,6/19/2024,10,NA,0,NA,0,NA,0,NA,0
72,LTO9,BATFISH,2024,6/19/2024,12.5,NA,0,NA,0,NA,0,NA,0
72,LTO9,BATFISH,2024,6/19/2024,15,NA,0,NA,0,NA,0,NA,0
72,LTO9,BATFISH,2024,6/19/2024,17.5,NA,0,NA,0,NA,0,NA,0
72,LTO9,BATFISH,2024,6/19/2024,20,NA,0,NA,0,NA,0,NA,0
72,LTO9,BATFISH,2024,6/19/2024,22.5,NA,0,NA,0,NA,0,NA,0
72,LTO9,BATFISH,2024,6/19/2024,25,NA,0,NA,0,NA,0,NA,0
73,LTO13,PAO,2024,6/17/2024,0,NA,0,NA,0,NA,0,NA,0
73,LTO13,PAO,2024,6/17/2024,2.5,NA,0,NA,0,NA,0,NA,0
73,LTO13,PAO,2024,6/17/2024,5,Favia,10,NA,0,NA,0,NA,0
73,LTO13,PAO,2024,6/17/2024,7.5,Acropora ,5,NA,0,NA,0,NA,0
73,LTO13,PAO,2024,6/17/2024,10,Acropora ,23,Montipora,10,NA,0,NA,0
73,LTO13,PAO,2024,6/17/2024,12.5,Montipora,10,NA,0,NA,0,NA,0
73,LTO13,PAO,2024,6/17/2024,15,NA,0,NA,0,NA,0,NA,0
73,LTO13,PAO,2024,6/17/2024,17.5,NA,0,NA,0,NA,0,NA,0
73,LTO13,PAO,2024,6/17/2024,20,NA,0,NA,0,NA,0,NA,0
73,LTO13,PAO,2024,6/17/2024,22.5,Caulastraea,5,NA,0,NA,0,NA,0
73,LTO13,PAO,2024,6/17/2024,25,NA,0,NA,0,NA,0,NA,0
74,LTO10,DEVILS,2024,6/17/2024,0,NA,0,NA,0,NA,0,NA,0
74,LTO10,DEVILS,2024,6/17/2024,2.5,Favites,2,Lobophyllia,6,corallite,4,NA,0
74,LTO10,DEVILS,2024,6/17/2024,5,NA,0,NA,0,NA,0,NA,0
74,LTO10,DEVILS,2024,6/17/2024,7.5,Corallite,2,NA,0,NA,0,NA,0
74,LTO10,DEVILS,2024,6/17/2024,10,Lobophyllia,17,Goniastrea,7,NA,0,NA,0
74,LTO10,DEVILS,2024,6/17/2024,12.5,NA,0,NA,0,NA,0,NA,0
74,LTO10,DEVILS,2024,6/17/2024,15,NA,0,NA,0,NA,0,NA,0
74,LTO10,DEVILS,2024,6/17/2024,17.5,Favites,30,NA,0,NA,0,NA,0
74,LTO10,DEVILS,2024,6/17/2024,20,NA,0,NA,0,NA,0,NA,0
74,LTO10,DEVILS,2024,6/17/2024,22.5,Caulastraea,6,Favites,8,Pavona ,5,NA,0
74,LTO10,DEVILS,2024,6/17/2024,25,NA,0,NA,0,NA,0,NA,0
75,LTO8,CAVES,2024,6/19/2024,0,NA,0,NA,0,NA,0,NA,0
75,LTO8,CAVES,2024,6/19/2024,2.5,NA,0,NA,0,NA,0,NA,0
75,LTO8,CAVES,2024,6/19/2024,5,Porites,40,Acropora,8,NA,0,NA,0
75,LTO8,CAVES,2024,6/19/2024,7.5,NA,0,NA,0,NA,0,NA,0
75,LTO8,CAVES,2024,6/19/2024,10,Pocillopora,4,Porites,4,NA,0,NA,0
75,LTO8,CAVES,2024,6/19/2024,12.5,Porites,2,NA,0,NA,0,NA,0
75,LTO8,CAVES,2024,6/19/2024,15,Porites,9,Favia ,3,NA,0,NA,0
75,LTO8,CAVES,2024,6/19/2024,17.5,Acropora ,4,NA,0,NA,0,NA,0
75,LTO8,CAVES,2024,6/19/2024,20,NA,0,NA,0,NA,0,NA,0
75,LTO8,CAVES,2024,6/19/2024,22.5,Stylophora,3,NA,0,NA,0,NA,0
75,LTO8,CAVES,2024,6/19/2024,25,NA,0,NA,0,NA,0,NA,0
76,LTO9,BATFISH,2024,6/19/2024,0,NA,0,NA,0,NA,0,NA,0
76,LTO9,BATFISH,2024,6/19/2024,2.5,NA,0,NA,0,NA,0,NA,0
76,LTO9,BATFISH,2024,6/19/2024,5,NA,0,NA,0,NA,0,NA,0
76,LTO9,BATFISH,2024,6/19/2024,7.5,NA,0,NA,0,NA,0,NA,0
76,LTO9,BATFISH,2024,6/19/2024,10,NA,0,NA,0,NA,0,NA,0
76,LTO9,BATFISH,2024,6/19/2024,12.5,NA,0,NA,0,NA,0,NA,0
76,LTO9,BATFISH,2024,6/19/2024,15,NA,0,NA,0,NA,0,NA,0
76,LTO9,BATFISH,2024,6/19/2024,17.5,NA,0,NA,0,NA,0,NA,0
76,LTO9,BATFISH,2024,6/19/2024,20,NA,0,NA,0,NA,0,NA,0
76,LTO9,BATFISH,2024,6/19/2024,22.5,Acropora ,45,NA,0,NA,0,NA,0
76,LTO9,BATFISH,2024,6/19/2024,25,Acropora ,10,NA,0,NA,0,NA,0
77,LTO13,PAO,2024,5/31/2024,0,NA,0,NA,0,NA,0,NA,0
77,LTO13,PAO,2024,5/31/2024,2.5,Corallite,4,NA,0,NA,0,NA,0
77,LTO13,PAO,2024,5/31/2024,5,Stylophora,3,NA,0,NA,0,NA,0
77,LTO13,PAO,2024,5/31/2024,7.5,Favia,6,NA,0,NA,0,NA,0
77,LTO13,PAO,2024,5/31/2024,10,NA,0,NA,0,NA,0,NA,0
77,LTO13,PAO,2024,5/31/2024,12.5,NA,0,NA,0,NA,0,NA,0
77,LTO13,PAO,2024,5/31/2024,15,NA,0,NA,0,NA,0,NA,0
77,LTO13,PAO,2024,5/31/2024,17.5,NA,0,NA,0,NA,0,NA,0
77,LTO13,PAO,2024,5/31/2024,20,NA,0,NA,0,NA,0,NA,0
77,LTO13,PAO,2024,5/31/2024,22.5,NA,0,NA,0,NA,0,NA,0
77,LTO13,PAO,2024,5/31/2024,25,NA,0,NA,0,NA,0,NA,0
78,LTO10,DEVILS,2024,7/15/2024,0,Favites,1,NA,0,NA,0,NA,0
78,LTO10,DEVILS,2024,7/15/2024,2.5,Favites,2,Porites,2,Favites ,4,Favites,1
78,LTO10,DEVILS,2024,7/15/2024,5,NA,0,NA,0,NA,0,NA,0
78,LTO10,DEVILS,2024,7/15/2024,7.5,NA,0,NA,0,NA,0,NA,0
78,LTO10,DEVILS,2024,7/15/2024,10,NA,0,NA,0,NA,0,NA,0
78,LTO10,DEVILS,2024,7/15/2024,12.5,Isopora,12,Favites,6,Heteropsammia,2,NA,0
78,LTO10,DEVILS,2024,7/15/2024,15,NA,0,NA,0,NA,0,NA,0
